BaseDate,SellDate,leader,n_selected,n_priced,basket_return,win,top_codes,year
2005-04-22,2005-04-29,CP_LV,10,10,-0.014034482986382824,0,"A000890,A029480,A007390,A033920,A001250,A048410,A054780,A023150,A044820,A018290",2005
2005-04-29,2005-05-06,CP_MOM,10,10,-0.02453823475175395,0,"A004140,A000890,A004090,A053030,A011690,A036420,A067080,A054780,A038500,A005870",2005
2005-05-06,2005-05-13,CP_S,10,10,-0.022669806300536367,0,"A051980,A000180,A043610,A001790,A000020,A004540,A060590,A041510,A006910,A025770",2005
2005-05-13,2005-05-20,CP_V,10,10,0.07980147777100148,1,"A044820,A018290,A015590,A047770,A039840,A034940,A036420,A024720,A002700,A033310",2005
2005-05-20,2005-05-27,CP_G,10,9,-0.06944870798863284,0,"A013890,A018290,A060250,A011330,A006490,A035810,A007110,A067290,A052400,A067160",2005
2005-05-27,2005-06-03,CP_G,10,10,0.11513023411204781,1,"A046440,A064260,A060280,A034940,A005500,A041510,A002620,A006910,A031820,A019550",2005
2005-06-03,2005-06-10,CP_V,10,10,0.03809562687459751,1,"A028300,A060250,A034940,A007570,A003520,A000250,A011000,A035810,A002630,A041510",2005
2005-06-10,2005-06-17,CP_MOM,10,10,0.16012904730875313,1,"A010780,A000250,A027970,A006910,A026890,A000890,A003100,A003850,A008260,A044820",2005
2005-06-17,2005-06-24,CP_MOM,10,10,0.1046533274347963,1,"A010780,A006910,A011000,A058820,A008040,A066970,A002630,A035080,A060590,A018290",2005
2005-06-24,2005-07-01,CP_S,10,10,0.012185248551672634,1,"A010780,A002780,A008040,A015860,A003610,A007570,A028300,A000020,A009180,A033920",2005
2005-07-01,2005-07-08,CP_V,10,10,0.022590774001536296,1,"A045390,A003960,A003520,A006730,A005500,A007110,A067290,A060280,A025620,A047080",2005
2005-07-08,2005-07-15,CP_MOM,10,10,-0.009968507914726466,0,"A054780,A036580,A010780,A002450,A030350,A014160,A010770,A045970,A011000,A001360",2005
2005-07-15,2005-07-22,CP_LV,10,10,-0.006177784372860262,0,"A033100,A007610,A017040,A006040,A039840,A027050,A005990,A071050,A006340,A011000",2005
2005-07-22,2005-07-29,CP_LV,10,10,-0.05499408568753015,0,"A001770,A005870,A016710,A033100,A003780,A001250,A007540,A036620,A024950,A010040",2005
2005-07-29,2005-08-05,CP_LV,10,10,-0.06672302420459122,0,"A023960,A006910,A015590,A034940,A044820,A027970,A006220,A014820,A002870,A001570",2005
2005-08-05,2005-08-12,CP_MOM,10,10,-0.06689559158013428,0,"A078160,A023960,A033500,A036830,A001680,A011330,A003920,A029480,A065710,A008490",2005
2005-08-12,2005-08-19,CP_MOM,10,10,0.05467507593788442,1,"A001570,A034810,A053610,A010780,A027970,A002460,A027050,A007280,A004910,A006490",2005
2005-08-19,2005-08-26,CP_LV,10,10,0.07344857813380487,1,"A006490,A010780,A054620,A001630,A041510,A006060,A023960,A004710,A004360,A033100",2005
2005-08-26,2005-09-02,CP_G,10,10,0.026901810895807732,1,"A066700,A011000,A006490,A044820,A025980,A014470,A018120,A047770,A007570,A017960",2005
2005-09-02,2005-09-09,CP_V,10,10,-0.032805254810752485,0,"A004090,A003960,A008040,A027970,A047770,A009180,A035890,A010780,A017800,A003350",2005
2005-09-09,2005-09-16,CP_V,10,10,0.04535366480835044,1,"A073640,A056080,A001820,A009470,A053030,A032820,A003520,A036580,A024950,A030610",2005
2005-09-16,2005-09-23,CP_MOM,10,10,0.028456275610725744,1,"A016610,A030610,A056080,A015230,A003080,A024890,A073640,A028080,A023590,A015750",2005
2005-09-23,2005-09-30,CP_S,10,10,0.12984073744128838,1,"A009070,A033100,A001460,A010780,A005740,A003850,A033530,A023800,A017040,A047080",2005
2005-09-30,2005-10-07,CP_S,10,10,-0.014631512585820117,0,"A015590,A011000,A016710,A010780,A001460,A037370,A023960,A003230,A011690,A006110",2005
2005-10-07,2005-10-14,CP_S,10,10,0.1666942688092047,1,"A010040,A005870,A028300,A054670,A007390,A006490,A006570,A067290,A009270,A002700",2005
2005-10-14,2005-10-21,CP_G,10,10,-0.006151537240512273,0,"A054670,A011000,A005870,A004970,A007160,A006280,A065350,A006090,A067290,A036420",2005
2005-10-21,2005-10-28,CP_V,10,10,-0.09215640597110236,0,"A030350,A003800,A011000,A025620,A024950,A035080,A033290,A034020,A005440,A001530",2005
2005-10-28,2005-11-04,CP_Q,10,10,0.014628115489322135,1,"A049960,A056080,A000050,A074610,A060280,A051980,A004060,A005250,A033100,A019170",2005
2005-11-04,2005-11-11,CP_MOM,10,10,-0.03702100671030378,0,"A030350,A067290,A008700,A060250,A045390,A018120,A011150,A058820,A083420,A012510",2005
2005-11-11,2005-11-18,CP_MOM,10,10,0.115594397219362,1,"A032190,A060280,A000400,A039840,A026890,A013990,A067290,A047080,A003780,A003090",2005
2005-11-18,2005-11-25,CP_MOM,10,10,-0.02349009551929999,0,"A014470,A013990,A060590,A009970,A023800,A030210,A009440,A051980,A006730,A005070",2005
2005-11-25,2005-12-02,CP_G,10,10,0.027402613325170033,1,"A010580,A078130,A059090,A075180,A052790,A041020,A012510,A036030,A013580,A002020",2005
2005-12-02,2005-12-09,CP_LV,10,10,-0.06448454508615616,0,"A052020,A054780,A025900,A036420,A022100,A042040,A004060,A006490,A023810,A000890",2005
2005-12-09,2005-12-16,CP_MOM,10,10,-0.018600718206617996,0,"A060280,A038500,A002870,A060310,A011000,A032820,A081000,A009070,A035600,A018310",2005
2005-12-16,2005-12-23,CP_LV,10,10,-0.12993826512017095,0,"A001560,A032820,A001270,A003060,A069460,A056080,A001750,A050890,A032500,A004540",2005
2005-12-23,2005-12-29,CP_MOM,10,10,-0.025824091760810085,0,"A014470,A012510,A001820,A033290,A035600,A038540,A023960,A010170,A020120,A008490",2005
2005-12-29,2006-01-06,CP_S,10,10,0.1744016769669693,1,"A001290,A066700,A010170,A005810,A032500,A054780,A011040,A008040,A039130,A001120",2005
2006-01-06,2006-01-13,CP_V,10,10,0.018410247196508012,1,"A001290,A045390,A060280,A084870,A086280,A067290,A006490,A011000,A011200,A048410",2006
2006-01-13,2006-01-20,CP_LV,10,10,-0.08402566776711007,0,"A011760,A083650,A000540,A011150,A007390,A015750,A009830,A001260,A000210,A042600",2006
2006-01-20,2006-01-27,CP_G,10,10,0.012107107507303727,1,"A001290,A007390,A078150,A051500,A041520,A054780,A053610,A011000,A042040,A068790",2006
2006-01-27,2006-02-03,CP_LV,10,10,-0.04595230838039379,0,"A011150,A010170,A003060,A060590,A053610,A002410,A066970,A034020,A004020,A020120",2006
2006-02-03,2006-02-10,CP_S,10,10,0.13279431961171578,1,"A016100,A038500,A054780,A011150,A052020,A047770,A049180,A003960,A033780,A003200",2006
2006-02-10,2006-02-17,CP_MOM,10,10,0.11979135070911555,1,"A016100,A054780,A034940,A053030,A011150,A001630,A002630,A038500,A035810,A064260",2006
2006-02-17,2006-02-24,CP_G,10,10,0.11458603869963668,1,"A038500,A011150,A003960,A042040,A034940,A001070,A009970,A009270,A054670,A012510",2006
2006-02-24,2006-03-03,CP_LV,10,10,0.02586386431825074,1,"A032820,A054670,A048410,A001250,A007540,A047080,A036620,A004140,A006090,A004970",2006
2006-03-03,2006-03-10,CP_V,10,10,0.02556871799644015,1,"A054670,A081000,A003060,A001070,A011000,A038290,A039490,A005500,A023150,A033920",2006
2006-03-10,2006-03-17,CP_LV,10,10,-0.029273120133672302,0,"A054780,A032820,A011700,A038500,A009420,A028300,A009460,A058820,A049180,A038540",2006
2006-03-17,2006-03-24,CP_LV,10,10,0.10194404446950392,1,"A001250,A008700,A058820,A077500,A053030,A003610,A025320,A011330,A016450,A009460",2006
2006-03-24,2006-03-31,CP_G,10,10,0.1438434414828625,1,"A058820,A025320,A010170,A035080,A038540,A002700,A016450,A072870,A000670,A033240",2006
2006-03-31,2006-04-07,CP_G,10,10,0.048017156279105175,1,"A054780,A058820,A025320,A011300,A057030,A036420,A073570,A001560,A067160,A078150",2006
2006-04-07,2006-04-14,CP_V,10,10,-0.019799796575601426,0,"A003570,A036800,A054780,A014940,A011700,A038540,A002460,A035900,A035600,A044820",2006
2006-04-14,2006-04-21,CP_MOM,10,10,-0.05759855944178129,0,"A025320,A032500,A011690,A039840,A002870,A007390,A006840,A011330,A030350,A007860",2006
2006-04-21,2006-04-28,CP_LV,10,10,-0.036649419974286904,0,"A003960,A042040,A035900,A013120,A003830,A058650,A016710,A001790,A072870,A035760",2006
2006-04-28,2006-05-04,CP_LV,10,10,0.002088228891714461,1,"A010170,A000670,A030190,A036560,A037370,A013580,A036930,A002410,A005430,A039840",2006
2006-05-04,2006-05-12,CP_S,10,10,0.004269255794885141,1,"A011200,A016250,A002780,A051500,A050110,A034810,A011090,A001740,A014530,A042660",2006
2006-05-12,2006-05-19,CP_LV,10,10,0.06210039623580256,1,"A049180,A011000,A011690,A054670,A003070,A003080,A009440,A041960,A013360,A065710",2006
2006-05-19,2006-05-26,CP_MOM,10,10,-0.13973621374214837,0,"A049180,A039840,A014160,A060280,A074610,A060570,A033310,A084990,A041020,A004310",2006
2006-05-26,2006-06-02,CP_LV,10,10,-0.12159030630502152,0,"A037370,A000990,A018290,A038500,A002760,A052400,A020120,A002700,A027970,A072870",2006
2006-06-02,2006-06-09,CP_S,10,10,-0.06780489807088388,0,"A009470,A001740,A014820,A082850,A039840,A027970,A016100,A046890,A032560,A028050",2006
2006-06-09,2006-06-16,CP_MOM,10,10,0.04778077534688806,1,"A073570,A001740,A007860,A030520,A052020,A011200,A027740,A002630,A064550,A041650",2006
2006-06-16,2006-06-23,CP_LV,10,10,-0.04218618489595771,0,"A058820,A001740,A032350,A001290,A064550,A064260,A068760,A034940,A073640,A011330",2006
2006-06-23,2006-06-30,CP_MOM,10,10,0.01318369942628378,1,"A074610,A007390,A035600,A017960,A011000,A007700,A080160,A052420,A009470,A080420",2006
2006-06-30,2006-07-07,CP_MOM,10,10,-0.049457017234932586,0,"A060280,A002360,A016800,A051900,A067290,A085660,A078160,A032640,A016100,A000670",2006
2006-07-07,2006-07-14,CP_LV,10,10,-0.06023885938544534,0,"A007390,A035900,A027970,A075130,A056080,A000320,A002700,A069460,A009420,A005250",2006
2006-07-14,2006-07-21,CP_MOM,10,10,-0.058939176814437055,0,"A054780,A008350,A020760,A074610,A038540,A035720,A065350,A039840,A028080,A018000",2006
2006-07-21,2006-07-28,CP_LV,10,10,-0.013614553300974785,0,"A035900,A086980,A052790,A037370,A052710,A077970,A032640,A011000,A042040,A082850",2006
2006-07-28,2006-08-04,CP_G,10,10,-0.0418690049024001,0,"A007390,A052790,A014940,A032500,A036530,A038540,A079950,A005880,A036630,A002700",2006
2006-08-04,2006-08-11,CP_V,10,10,0.03131934918315247,1,"A054780,A022100,A054950,A052790,A006400,A008040,A037370,A003570,A005160,A083650",2006
2006-08-11,2006-08-18,CP_G,10,10,0.0012645429769288618,1,"A088800,A049180,A022100,A048410,A036630,A018290,A032500,A073490,A002360,A030530",2006
2006-08-18,2006-08-25,CP_S,10,10,-0.07533025990343471,0,"A058820,A036630,A049960,A018310,A045390,A010770,A004700,A012510,A042600,A038060",2006
2006-08-25,2006-09-01,CP_G,10,10,0.041092022818301134,1,"A003830,A003240,A054950,A005870,A063570,A001460,A009420,A010040,A088800,A005680",2006
2006-09-01,2006-09-08,CP_S,10,10,-0.02000453766151399,0,"A067080,A003830,A016710,A054450,A056700,A026890,A079370,A052420,A002360,A058820",2006
2006-09-08,2006-09-15,CP_S,10,10,-0.027897362008950644,0,"A074610,A010820,A006490,A088800,A007390,A018310,A027970,A009460,A041020,A005960",2006
2006-09-15,2006-09-22,CP_LV,10,10,-0.0021355499562545122,0,"A038500,A002360,A003830,A056700,A060150,A012510,A052020,A032190,A042700,A078130",2006
2006-09-22,2006-09-29,CP_MOM,10,10,-0.05999352321857841,0,"A007540,A003960,A005090,A010170,A002870,A000890,A023960,A049520,A006660,A047310",2006
2006-09-29,2006-10-04,CP_LV,10,10,-0.03797000639669339,0,"A025620,A051980,A064760,A035900,A038390,A032500,A064240,A008350,A050890,A025320",2006
2006-10-04,2006-10-13,CP_S,10,10,0.09180075027473608,1,"A036630,A038390,A052020,A037370,A066700,A053450,A038500,A063160,A002210,A001070",2006
2006-10-13,2006-10-20,CP_MOM,10,10,-0.008514031988997106,0,"A038390,A003610,A038060,A047770,A002870,A078150,A005880,A066700,A001070,A058820",2006
2006-10-20,2006-10-27,CP_LV,10,10,-0.040064246675235116,0,"A006200,A038390,A011390,A028300,A032190,A023960,A060570,A072870,A009470,A042700",2006
2006-10-27,2006-11-03,CP_S,10,10,0.024442028317109322,1,"A051360,A088800,A006370,A002360,A054670,A032500,A022100,A004980,A001820,A033290",2006
2006-11-03,2006-11-10,CP_Q,10,10,0.07752317277571101,1,"A009070,A006650,A084730,A001020,A014940,A013030,A041960,A047080,A033270,A014790",2006
2006-11-10,2006-11-17,CP_LV,10,10,0.08257484436790917,1,"A009070,A001250,A032190,A034830,A043610,A002780,A044820,A060150,A041190,A023410",2006
2006-11-17,2006-11-24,CP_V,10,10,-0.004675412356725195,0,"A009070,A058820,A033290,A015590,A006650,A041960,A080220,A067160,A084730,A002630",2006
2006-11-24,2006-12-01,CP_Q,10,10,-0.0903473679385228,0,"A014470,A002460,A004490,A025900,A011690,A054670,A001390,A006090,A004970,A060590",2006
2006-12-01,2006-12-08,CP_Q,10,10,-0.01835258876983984,0,"A036420,A001290,A008700,A011930,A030610,A007210,A023960,A078150,A035900,A068760",2006
2006-12-08,2006-12-15,CP_LV,10,10,0.018906697564581652,1,"A030520,A009070,A011000,A033290,A067080,A038540,A089140,A068760,A036420,A060280",2006
2006-12-15,2006-12-22,CP_LV,10,10,-0.0013323200613304608,0,"A033290,A033100,A003830,A052400,A001820,A041520,A036620,A052020,A067830,A025980",2006
2006-12-22,2006-12-28,CP_G,10,10,0.0411875891468889,1,"A001740,A001820,A000520,A045970,A060370,A033290,A044490,A032190,A017890,A011000",2006
2006-12-28,2007-01-05,CP_V,10,10,-0.05448552880763151,0,"A001820,A060250,A067160,A052790,A047770,A072870,A050890,A002790,A006200,A046440",2006
2007-01-05,2007-01-12,CP_LV,10,10,0.04541145602567702,1,"A032190,A010960,A028300,A058820,A039840,A067080,A047770,A064240,A029480,A014940",2007
2007-01-12,2007-01-19,CP_LV,10,10,-0.05501093272914524,0,"A028300,A006340,A002700,A084680,A078600,A010960,A039840,A002360,A084110,A038290",2007
2007-01-19,2007-01-26,CP_LV,10,10,-0.08844013902248135,0,"A042040,A049180,A042600,A025620,A093370,A041520,A024890,A079950,A011330,A008970",2007
2007-01-26,2007-02-02,CP_V,10,10,0.019961737536486168,1,"A043590,A009070,A014940,A051360,A000180,A005430,A003610,A013120,A004980,A052020",2007
2007-02-02,2007-02-09,CP_G,10,10,0.002316620537804326,1,"A010580,A042420,A060280,A000180,A039840,A038540,A053610,A085660,A013120,A018470",2007
2007-02-09,2007-02-16,CP_V,10,10,-0.028643119549799156,0,"A052020,A020120,A078600,A006570,A039200,A058820,A011810,A010580,A011390,A093370",2007
2007-02-16,2007-02-23,CP_MOM,10,10,0.06192103097730489,1,"A010960,A084730,A024890,A016590,A036930,A014940,A000370,A053450,A001290,A074610",2007
2007-02-23,2007-03-02,CP_S,10,10,0.05341370088771534,1,"A010960,A060310,A001250,A093520,A035900,A002780,A052020,A009190,A014160,A083650",2007
2007-03-02,2007-03-09,CP_G,10,10,0.035059915201327285,1,"A004540,A052020,A008260,A038540,A039200,A018310,A074610,A033310,A029480,A010960",2007
2007-03-09,2007-03-16,CP_S,10,10,0.12079540101104255,1,"A052020,A093370,A024890,A002360,A009190,A010040,A003780,A039490,A029480,A032190",2007
2007-03-16,2007-03-23,CP_MOM,10,10,-0.1481223423654851,0,"A093370,A014940,A001820,A010820,A011700,A010040,A041830,A053610,A060720,A007540",2007
2007-03-23,2007-03-30,CP_G,10,10,0.07235307233304264,1,"A004080,A046890,A006490,A000180,A067290,A025820,A049180,A009440,A011370,A011690",2007
2007-03-30,2007-04-06,CP_MOM,10,10,0.03442996410156194,1,"A004090,A090460,A013120,A068760,A011370,A054670,A090470,A009190,A043150,A006340",2007
2007-04-06,2007-04-13,CP_V,10,10,0.06156002154043706,1,"A060250,A004090,A029480,A008970,A025820,A077970,A041960,A033310,A009440,A011690",2007
2007-04-13,2007-04-20,CP_MOM,10,10,-0.028270342356878052,0,"A010040,A035900,A014280,A016380,A008700,A001550,A015590,A002780,A060280,A092730",2007
2007-04-20,2007-04-27,CP_Q,10,10,-0.02409045771003009,0,"A038500,A052400,A058610,A054050,A024890,A029480,A053260,A011150,A014620,A018000",2007
2007-04-27,2007-05-04,CP_MOM,10,10,0.05334890112134015,1,"A036420,A000910,A053260,A030210,A010060,A001750,A030610,A017890,A039840,A043150",2007
2007-05-04,2007-05-11,CP_MOM,10,10,0.17259181713970068,1,"A054670,A009190,A000490,A041960,A078520,A047770,A035890,A052020,A088800,A039840",2007
2007-05-11,2007-05-18,CP_V,10,10,-0.008728750117955519,0,"A005870,A014160,A004560,A039840,A084680,A005160,A007390,A008260,A067290,A009190",2007
2007-05-18,2007-05-25,CP_G,10,10,0.01053767184849792,1,"A038500,A001550,A017550,A009460,A001260,A007110,A023150,A067160,A078150,A067830",2007
2007-05-25,2007-06-01,CP_MOM,10,10,0.04539663155767176,1,"A006490,A033310,A007210,A001260,A005420,A010960,A013360,A000670,A009190,A014790",2007
2007-06-01,2007-06-08,CP_S,10,10,0.04190971620645265,1,"A007110,A023960,A006090,A039490,A054780,A000480,A012610,A032350,A003220,A000020",2007
2007-06-08,2007-06-15,CP_MOM,10,10,-0.09863609633911576,0,"A000400,A007110,A001290,A001560,A007160,A086450,A011370,A000370,A078020,A002780",2007
2007-06-15,2007-06-22,CP_LV,10,10,0.10700058141621879,1,"A042420,A037370,A056700,A052420,A008350,A006090,A007690,A033640,A052400,A036220",2007
2007-06-22,2007-06-29,CP_G,10,10,-0.13887621144548817,0,"A049180,A051360,A064760,A009440,A014940,A037370,A036930,A030530,A022100,A014620",2007
2007-06-29,2007-07-06,CP_MOM,10,10,0.04418768558374808,1,"A006090,A004080,A054670,A006490,A000020,A039830,A006340,A007110,A020760,A024090",2007
2007-07-06,2007-07-13,CP_MOM,10,10,0.08732335071519685,1,"A032820,A006090,A004000,A003240,A036560,A086280,A009420,A016380,A052420,A002990",2007
2007-07-13,2007-07-20,CP_V,10,10,0.010884277146102883,1,"A016710,A000400,A000670,A001510,A003670,A036560,A000850,A084010,A032500,A005160",2007
2007-07-20,2007-07-27,CP_S,10,10,-0.02570600577391067,0,"A001200,A006380,A001510,A001060,A017940,A008260,A015230,A001290,A036580,A005960",2007
2007-07-27,2007-08-03,CP_MOM,10,10,-0.009624395270223417,0,"A033310,A012030,A000050,A054780,A030610,A016610,A004310,A034830,A016380,A002620",2007
2007-08-03,2007-08-10,CP_S,10,10,0.10511124489923689,1,"A007160,A068760,A010960,A006090,A005880,A018310,A060280,A013570,A012320,A090350",2007
2007-08-10,2007-08-17,CP_LV,10,10,0.012402077073529949,1,"A009070,A007610,A017040,A033100,A007160,A034830,A050110,A013570,A006910,A007110",2007
2007-08-17,2007-08-24,CP_MOM,10,10,0.07770362825034191,1,"A060310,A017040,A050110,A045390,A044340,A058820,A008350,A005870,A058730,A002840",2007
2007-08-24,2007-08-31,CP_MOM,10,10,0.07586803366989006,1,"A050110,A025750,A010820,A039840,A009440,A093370,A014620,A046890,A023160,A014940",2007
2007-08-31,2007-09-07,CP_LV,10,10,0.0575162698138746,1,"A050110,A016250,A038540,A005070,A008260,A007610,A000400,A004090,A000120,A001230",2007
2007-09-07,2007-09-14,CP_MOM,10,10,0.15637545705833125,1,"A000680,A006910,A017040,A010040,A023760,A096770,A025750,A033310,A060370,A033100",2007
2007-09-14,2007-09-21,CP_MOM,10,10,-0.08746375116023367,0,"A000680,A004090,A008260,A006110,A050110,A003580,A008970,A006910,A017040,A047770",2007
2007-09-21,2007-09-28,CP_Q,10,10,-0.017549793507892097,0,"A001340,A000910,A008700,A064760,A032560,A004560,A000480,A095660,A003550,A012690",2007
2007-09-28,2007-10-05,CP_MOM,10,10,0.029505866188579997,1,"A011390,A028670,A012200,A067290,A017390,A025900,A033310,A011090,A005960,A032350",2007
2007-10-05,2007-10-12,CP_G,10,10,0.07603773114454111,1,"A035900,A005290,A001790,A018290,A011390,A003480,A006090,A003580,A001440,A006260",2007
2007-10-12,2007-10-19,CP_LV,10,10,-0.09925374169531656,0,"A035900,A018310,A000400,A001820,A028670,A006340,A032350,A016880,A000370,A037370",2007
2007-10-19,2007-10-26,CP_MOM,10,10,0.11177940745828326,1,"A025860,A025320,A010060,A014940,A028300,A007110,A028670,A000540,A000400,A011810",2007
2007-10-26,2007-11-02,CP_G,10,10,0.00863309514703976,1,"A005160,A038060,A034020,A050110,A028670,A090430,A016610,A011810,A015860,A072870",2007
2007-11-02,2007-11-09,CP_LV,10,10,0.03971799578072133,1,"A009190,A037370,A000910,A032350,A007110,A000400,A010820,A054620,A052420,A077500",2007
2007-11-09,2007-11-16,CP_V,10,10,-0.12739188438259869,0,"A010820,A018000,A006120,A037370,A008930,A067280,A001440,A001770,A003080,A006380",2007
2007-11-16,2007-11-23,CP_LV,10,10,-0.07145410303692143,0,"A041960,A045390,A043610,A078020,A033640,A017940,A083790,A008350,A054450,A000680",2007
2007-11-23,2007-11-30,CP_G,10,10,0.034912912416883976,1,"A001380,A036030,A018310,A038060,A004090,A078150,A044340,A058820,A005690,A006090",2007
2007-11-30,2007-12-07,CP_V,10,10,-0.024849652361288645,0,"A010060,A011170,A000910,A011810,A077970,A000150,A059090,A005960,A014940,A078020",2007
2007-12-07,2007-12-14,CP_LV,10,10,-0.09638943608762039,0,"A018310,A094280,A010960,A011370,A042600,A002780,A078160,A000400,A009070,A036420",2007
2007-12-14,2007-12-21,CP_V,10,10,0.011766980275652029,1,"A009580,A016100,A015230,A078150,A026890,A007570,A042040,A029480,A003060,A086520",2007
2007-12-21,2007-12-28,CP_S,10,10,-0.034148949627918965,0,"A052020,A034940,A007540,A016100,A083790,A030610,A038290,A001200,A050110,A005680",2007
2007-12-28,2008-01-04,CP_MOM,10,10,0.0025558780063008935,1,"A056080,A036620,A023160,A000370,A032820,A039130,A000320,A008970,A045100,A046440",2007
2008-01-04,2008-01-11,CP_S,10,10,-0.03219900750230921,0,"A078600,A001500,A010820,A007460,A052020,A035810,A009410,A045100,A014990,A003070",2008
2008-01-11,2008-01-18,CP_LV,10,10,-0.04559769075101613,0,"A049180,A065710,A001500,A001820,A025860,A066970,A007460,A006380,A074610,A033290",2008
2008-01-18,2008-01-25,CP_Q,10,10,-0.0063486591024156215,0,"A037950,A008970,A024890,A011390,A095190,A004310,A065060,A036530,A004000,A030610",2008
2008-01-25,2008-02-01,CP_Q,10,10,-0.054156881174905455,0,"A005070,A069460,A000180,A051360,A023590,A003100,A054050,A011390,A078160,A084110",2008
2008-02-01,2008-02-05,CP_S,10,10,0.048361833969124676,1,"A002780,A051360,A060280,A020120,A025860,A007460,A004090,A052420,A030200,A009520",2008
2008-02-05,2008-02-15,CP_G,10,10,0.09022540835372735,1,"A038540,A037950,A004090,A085310,A046890,A000720,A000150,A014620,A060280,A002780",2008
2008-02-15,2008-02-22,CP_Q,10,10,-0.031280850015511306,0,"A008260,A002780,A006910,A032820,A083650,A033500,A003120,A017960,A002380,A007460",2008
2008-02-22,2008-02-29,CP_V,10,10,-0.006911871505107992,0,"A048410,A001550,A085660,A054050,A039200,A058730,A000250,A007160,A100250,A060590",2008
2008-02-29,2008-03-07,CP_LV,10,10,0.048046094377536055,1,"A003780,A045100,A005420,A003280,A049180,A011780,A054620,A097230,A004890,A000910",2008
2008-03-07,2008-03-14,CP_LV,10,10,-0.07676642638486018,0,"A003060,A042600,A003280,A066970,A049180,A083790,A012610,A095660,A033500,A036930",2008
2008-03-14,2008-03-21,CP_G,10,10,0.013164202941692238,1,"A001130,A002900,A010170,A005690,A000270,A052420,A001380,A023760,A051360,A052710",2008
2008-03-21,2008-03-28,CP_G,10,10,-0.0552506466579006,0,"A006490,A002630,A083790,A051360,A052020,A016100,A041520,A093920,A092440,A004430",2008
2008-03-28,2008-04-04,CP_V,10,10,0.04732695467546505,1,"A037370,A032820,A027970,A001260,A077970,A047080,A000150,A046890,A018000,A011810",2008
2008-04-04,2008-04-11,CP_LV,10,10,-0.01926182148104223,0,"A006910,A078600,A014940,A032820,A036630,A041830,A001260,A007540,A071050,A005290",2008
2008-04-11,2008-04-18,CP_Q,10,10,-0.039446123449202605,0,"A007540,A048410,A032350,A005420,A080420,A003570,A051360,A005300,A037370,A006380",2008
2008-04-18,2008-04-25,CP_V,10,10,0.014017917178636818,1,"A065060,A052400,A078130,A041020,A023150,A003240,A039560,A085660,A095720,A052420",2008
2008-04-25,2008-05-02,CP_V,10,10,0.025800600631196192,1,"A001260,A042040,A039130,A052020,A006110,A056700,A005880,A005420,A074610,A054950",2008
2008-05-02,2008-05-09,CP_S,10,10,0.13552553860861577,1,"A083790,A009470,A074610,A001260,A004490,A005950,A011000,A020120,A054620,A049070",2008
2008-05-09,2008-05-16,CP_V,10,10,-0.030891710570177977,0,"A001260,A047770,A007280,A038500,A051600,A052420,A012510,A083790,A004890,A005500",2008
