종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"33626K","두산퓨얼셀1우","KOSPI","전기·전자","6460","-1190","-15.56","86332732000"
"33626L","두산퓨얼셀2우B","KOSPI","전기·전자","8650","-1330","-13.33","25831495000"
"016740","두올","KOSPI","운송장비·부품","4050","-400","-8.99","116129797200"
"192650","드림텍","KOSPI","전기·전자","6480","-730","-10.12","446952809520"
"024090","디씨엠","KOSPI","금속","11900","-470","-3.80","135660000000"
"003160","디아이","KOSPI","의료·정밀기기","27100","-5450","-16.74","766930000000"
"092200","디아이씨","KOSPI","운송장비·부품","8090","-1360","-14.39","314608523210"
"377190","디앤디플랫폼리츠","KOSPI","부동산","2935","-190","-6.08","259454000000"
"013570","디와이","KOSPI","기타금융","4415","-675","-13.26","116201179695"
"024900","디와이덕양","KOSPI","운송장비·부품","1885","-215","-10.24","61384987300"
"210540","디와이파워","KOSPI","기계·장비","12870","-1400","-9.81","142106781960"
"032350","롯데관광개발","KOSPI","일반서비스","18990","-2960","-13.49","1511631991260"
"089860","롯데렌탈","KOSPI","일반서비스","31750","-1250","-3.79","1152823069000"
"330590","롯데리츠","KOSPI","부동산","4320","-300","-6.49","1248345578880"
"000400","롯데손해보험","KOSPI","보험","1918","-222","-10.37","595225061760"
"023530","롯데쇼핑","KOSPI","유통","92100","-11600","-11.19","2605394335500"
"020150","롯데에너지머티리얼즈","KOSPI","전기·전자","33250","-6900","-17.19","1741151644750"
"280360","롯데웰푸드","KOSPI","음식료·담배","113700","-10000","-8.08","1057930063800"
"286940","롯데이노베이트","KOSPI","IT 서비스","19950","-2550","-11.33","301830871650"
"004000","롯데정밀화학","KOSPI","화학","41950","-7400","-14.99","1082310000000"
"004990","롯데지주","KOSPI","기타금융","29600","-4100","-12.17","3105313415200"
"00499K","롯데지주우","KOSPI","기타금융","27750","-2800","-9.17","22355483250"
"005300","롯데칠성","KOSPI","음식료·담배","121000","-11800","-8.89","1122744964000"
"005305","롯데칠성우","KOSPI","음식료·담배","81500","-6000","-6.86","63187765000"
"011170","롯데케미칼","KOSPI","화학","71800","-12500","-14.83","3071275084200"
"071840","롯데하이마트","KOSPI","유통","7620","-680","-8.19","179890765440"
"027740","마니커","KOSPI","음식료·담배","768","-52","-6.34","48776623104"
"357430","마스턴프리미어리츠","KOSPI","부동산","1474","-36","-2.38","44964822518"
"001080","만호제강","KOSPI","금속","54400","0","0.00","225760000000"
"088980","맥쿼리인프라","KOSPI","기타금융","11110","-220","-1.94","5320823342230"
"094800","맵스리얼티","KOSPI","기타금융","6270","-720","-10.30","582071255370"
"138040","메리츠금융지주","KOSPI","기타금융","109800","-10500","-8.73","19239350675400"
"090370","메타랩스","KOSPI","섬유·의류","1417","-165","-10.43","35289944313"
"118000","메타케어","KOSPI","유통","302","-23","-7.08","51876763928"
"017180","명문제약","KOSPI","제약","1710","-152","-8.16","58060406340"
"009900","명신산업","KOSPI","운송장비·부품","8600","-1470","-14.60","451243143800"
"317450","명인제약","KOSPI","제약","57200","-5800","-9.21","835120000000"
"012690","모나리자","KOSPI","종이·목재","1961","-119","-5.72","71716231055"
"005360","모나미","KOSPI","유통","1627","-160","-8.95","30745918489"
"070960","모나용평","KOSPI","일반서비스","2865","-300","-9.48","137901999045"
"009680","모토닉","KOSPI","운송장비·부품","9970","-780","-7.26","279658500000"
"009580","무림P&P","KOSPI","종이·목재","2365","-120","-4.83","147501086260"
"009200","무림페이퍼","KOSPI","종이·목재","1936","-94","-4.63","80555624160"
"033920","무학","KOSPI","음식료·담배","9000","-690","-7.12","256500000000"
"008420","문배철강","KOSPI","금속","2010","-125","-5.85","41212045050"
"025560","미래산업","KOSPI","의료·정밀기기","12070","-2330","-16.18","54105633780"
"007120","미래아이앤지","KOSPI","IT 서비스","1140","-55","-4.60","32921613120"
"396690","미래에셋글로벌리츠","KOSPI","부동산","2450","-70","-2.78","97034553000"
"357250","미래에셋맵스리츠","KOSPI","부동산","2415","-95","-3.78","60363178575"
"085620","미래에셋생명","KOSPI","보험","10440","-1760","-14.43","1848049013160"
"006800","미래에셋증권","KOSPI","증권","56500","-10100","-15.17","32040343971000"
"00680K","미래에셋증권2우B","KOSPI","증권","18360","-3140","-14.60","2509416929520"
"006805","미래에셋증권우","KOSPI","증권","19850","-3500","-14.99","279403637500"
"081660","미스토홀딩스","KOSPI","유통","47000","-1950","-3.98","2495316480000"
"002840","미원상사","KOSPI","화학","130000","-10000","-7.14","617500000000"
"268280","미원에스씨","KOSPI","화학","125000","-7400","-5.59","625000000000"
"107590","미원홀딩스","KOSPI","기타금융","68700","-700","-1.01","159384000000"
"134380","미원화학","KOSPI","화학","106900","-2100","-1.93","235101749200"
"003650","미창석유","KOSPI","화학","122500","-26700","-17.90","213109820000"
"377740","바이오노트","KOSPI","제약","5110","-460","-8.26","521506405280"
"003610","방림","KOSPI","섬유·의류","5230","-620","-10.60","210257286340"
"035150","백산","KOSPI","화학","12620","-570","-4.32","256314130860"
"002410","범양건영","KOSPI","건설","1935","0","0.00","53173451700"
"007210","벽산","KOSPI","비금속","1796","-166","-8.46","120080560000"
"002760","보락","KOSPI","화학","1074","-109","-9.21","64332600000"
"003850","보령","KOSPI","제약","8750","-1060","-10.81","750638061250"
"000890","보해양조","KOSPI","음식료·담배","446","-39","-8.04","61601577534"
"003000","부광약품","KOSPI","제약","4430","-670","-13.14","437084492530"
"001270","부국증권","KOSPI","증권","67900","-11800","-14.81","704115259400"
"001275","부국증권우","KOSPI","증권","31000","-3100","-9.09","93000000000"
"026940","부국철강","KOSPI","금속","1890","-135","-6.67","37800000000"
"011390","부산산업","KOSPI","비금속","70600","-8600","-10.86","74553600000"
"005030","부산주공","KOSPI","운송장비·부품","486","0","0.00","38288532168"
"006740","블루산업개발","KOSPI","종이·목재","533","-49","-8.42","30367988404"
"002070","비비안","KOSPI","섬유·의류","470","-51","-9.79","21242156190"
"100220","비상교육","KOSPI","오락·문화","4850","-440","-8.32","63034193850"
"090460","비에이치","KOSPI","전기·전자","15130","-2660","-14.95","510055569940"
"005180","빙그레","KOSPI","음식료·담배","74000","-4200","-5.37","707122022000"
"003960","사조대림","KOSPI","음식료·담배","32850","-2850","-7.98","301052740950"
"008040","사조동아원","KOSPI","음식료·담배","1054","-10","-0.94","148766408400"
"007160","사조산업","KOSPI","음식료·담배","51300","-7500","-12.76","256500000000"
"014710","사조씨푸드","KOSPI","음식료·담배","7330","-1220","-14.27","126211920190"
"006090","사조오양","KOSPI","음식료·담배","8000","-550","-6.43","75381912000"
"062040","산일전기","KOSPI","전기·전자","128000","-22200","-14.78","3909785600000"
"001470","삼부토건","KOSPI","건설","347","0","0.00","79699592928"
"028050","삼성E&A","KOSPI","일반서비스","30900","-4250","-12.09","6056400000000"
"448730","삼성FN리츠","KOSPI","부동산","4855","-375","-7.17","442047750000"
"006400","삼성SDI","KOSPI","전기·전자","351000","-57000","-13.97","28285521030000"
"006405","삼성SDI우","KOSPI","전기·전자","202000","-34000","-14.41","326814992000"
"006660","삼성공조","KOSPI","운송장비·부품","10950","-1800","-14.12","88983138300"
"028260","삼성물산","KOSPI","유통","272000","-45000","-14.20","46233619968000"
"02826K","삼성물산우B","KOSPI","유통","165600","-27200","-14.11","243032904000"
"207940","삼성바이오로직스","KOSPI","제약","1516000","-165000","-9.82","70177081716000"
"032830","삼성생명","KOSPI","보험","197500","-24000","-10.84","39500000000000"
"018260","삼성에스디에스","KOSPI","IT 서비스","156200","-21400","-12.05","12086412360000"
"0126Z0","삼성에피스홀딩스","KOSPI","기타금융","525000","-73000","-12.21","13063600725000"
"009150","삼성전기","KOSPI","전기·전자","362500","-46500","-11.37","27076464800000"
"009155","삼성전기우","KOSPI","전기·전자","144000","-25300","-14.94","418605696000"
"005930","삼성전자","KOSPI","전기·전자","172200","-22900","-11.74","1019361650168400"
"005935","삼성전자우","KOSPI","전기·전자","114800","-14400","-11.15","93673891427200"
"001360","삼성제약","KOSPI","제약","1633","-213","-11.54","153766675007"
"010140","삼성중공업","KOSPI","운송장비·부품","23500","-4500","-16.07","20680000000000"
"016360","삼성증권","KOSPI","증권","88000","-12500","-12.44","7858400000000"
"068290","삼성출판사","KOSPI","오락·문화","8640","-970","-10.09","86400000000"
"029780","삼성카드","KOSPI","기타금융","57300","-4600","-7.43","6638714454300"
"000810","삼성화재","KOSPI","보험","468000","-54000","-10.34","21533220540000"
"000815","삼성화재우","KOSPI","보험","376500","-25000","-6.23","1166965515000"
"006110","삼아알미늄","KOSPI","금속","24700","-4700","-15.99","373549338500"
"0120G0","삼양바이오팜","KOSPI","제약","76200","-18300","-19.37","566613294000"
"145990","삼양사","KOSPI","음식료·담배","45100","-5300","-10.52","465136549900"
"145995","삼양사우","KOSPI","음식료·담배","34600","-1550","-4.29","12804422000"
"003230","삼양식품","KOSPI","음식료·담배","1040000","-132000","-11.26","7834335600000"
"002170","삼양통상","KOSPI","섬유·의류","55700","-3900","-6.54","167100000000"
"272550","삼양패키징","KOSPI","화학","11260","-960","-7.86","169670251560"
"000070","삼양홀딩스","KOSPI","기타금융","68100","-6000","-8.10","528673307100"
"003720","삼영","KOSPI","화학","6500","-760","-10.47","221000000000"
"002810","삼영무역","KOSPI","유통","18650","-1350","-6.75","344408580200"
"005680","삼영전자","KOSPI","전기·전자","11070","-980","-8.13","221400000000"
"023000","삼원강재","KOSPI","운송장비·부품","2265","-135","-5.63","90600000000"
"004380","삼익THK","KOSPI","기계·장비","9960","0","0.00","206172000000"
"002450","삼익악기","KOSPI","기타제조","1129","-61","-5.13","102209403035"
"004440","삼일씨엔에스","KOSPI","비금속","5100","-140","-2.67","64932929700"
"000520","삼일제약","KOSPI","제약","9580","-1130","-10.55","207807549380"
"009770","삼정펄프","KOSPI","종이·목재","33250","-3050","-8.40","83124035750"
"005500","삼진제약","KOSPI","제약","17240","-1300","-7.01","229636800000"
"004690","삼천리","KOSPI","전기·가스","132000","-15400","-10.45","535263300000"
"010960","삼호개발","KOSPI","건설","3740","-335","-8.22","90208800000"
"004450","삼화왕관","KOSPI","금속","27800","-1500","-5.12","59891736200"
"009470","삼화전기","KOSPI","전기·전자","33650","-7850","-18.92","222555043000"
"011230","삼화전자","KOSPI","전기·전자","2210","-385","-14.84","42356384850"
"001820","삼화콘덴서","KOSPI","전기·전자","40100","-9450","-19.07","416839500000"
"000390","삼화페인트","KOSPI","화학","7150","-1120","-13.54","194504803350"
"001290","상상인증권","KOSPI","증권","1017","-233","-18.64","110178851040"
"041650","상신브레이크","KOSPI","운송장비·부품","2455","-195","-7.36","52712409750"
"075180","새론오토모티브","KOSPI","운송장비·부품","3165","15","0.48","60768000000"
"007540","샘표","KOSPI","기타금융","52700","-4900","-8.51","151554660000"
"248170","샘표식품","KOSPI","음식료·담배","26350","-2350","-8.19","120374336100"
"007860","서연","KOSPI","기타금융","8950","-1460","-14.02","210144603800"
"200880","서연이화","KOSPI","운송장비·부품","12600","-2400","-16.00","340558306200"
"017390","서울가스","KOSPI","전기·가스","66500","-7300","-9.89","332500000000"
"031210","서울보증보험","KOSPI","보험","52300","-4400","-7.76","3651669575400"
"004410","서울식품","KOSPI","음식료·담배","185","-27","-12.74","72182400160"
"004415","서울식품우","KOSPI","음식료·담배","1124","-98","-8.02","2500338000"
"021050","서원","KOSPI","금속","1217","-113","-8.50","57776576030"
"008490","서흥","KOSPI","화학","20100","-2050","-9.26","232539171300"
"007610","선도전기","KOSPI","전기·전자","3000","0","0.00","54000000000"
"136490","선진","KOSPI","음식료·담배","10470","-1430","-12.02","248972453880"
"014910","성문전자","KOSPI","전기·전자","1505","-190","-11.21","33803782425"
"014915","성문전자우","KOSPI","전기·전자","4200","-75","-1.75","2520000000"
"004980","성신양회","KOSPI","비금속","8800","-800","-8.33","215741442400"
"004985","성신양회우","KOSPI","비금속","10250","-970","-8.65","7540361250"
"011300","성안머티리얼스","KOSPI","섬유·의류","330","-31","-8.59","51482070750"
"000180","성창기업지주","KOSPI","일반서비스","1540","-90","-5.52","107417464000"
"002420","세기상사","KOSPI","유통","5660","-800","-12.38","33789905680"
"004360","세방","KOSPI","운송·창고","13890","-1800","-11.47","265515725670"
"004365","세방우","KOSPI","운송·창고","9080","-720","-7.35","33498390000"
"004490","세방전지","KOSPI","전기·전자","58300","-7300","-11.13","808038000000"
"001430","세아베스틸지주","KOSPI","금속","58500","-8500","-12.69","2097933961500"
"306200","세아제강","KOSPI","금속","117000","-12700","-9.79","331847100000"
"003030","세아제강지주","KOSPI","기타금융","121700","-15300","-11.17","504039656900"
"058650","세아홀딩스","KOSPI","금속","142600","-12400","-8.00","615067453600"
"013000","세우글로벌","KOSPI","유통","1031","-76","-6.87","29594886961"
"021820","세원정공","KOSPI","운송장비·부품","14580","-1970","-11.90","145800000000"
"067830","세이브존I&C","KOSPI","유통","2800","-260","-8.50","114914506000"
"075580","세진중공업","KOSPI","운송장비·부품","14800","-3160","-17.59","841371948800"
"068270","셀트리온","KOSPI","제약","197400","-27600","-12.27","45608926721400"
"336370","솔루스첨단소재","KOSPI","전기·전자","7090","-1240","-14.89","497840968960"
"33637K","솔루스첨단소재1우","KOSPI","전기·전자","1894","-121","-6.00","32025202804"
"33637L","솔루스첨단소재2우B","KOSPI","전기·전자","3145","-330","-9.50","11882740920"
"248070","솔루엠","KOSPI","전기·전자","16130","-1970","-10.88","771275886680"
"004430","송원산업","KOSPI","화학","8510","-650","-7.10","204240000000"
"017550","수산세보틱스","KOSPI","기계·장비","1695","-190","-10.08","105766525350"
"126720","수산인더스트리","KOSPI","건설","23300","-2950","-11.24","332863800000"
"053210","스카이라이프","KOSPI","오락·문화","4860","-150","-2.99","230961561300"
"204210","스타에스엠리츠","KOSPI","부동산","2035","0","0.00","15927568525"
"026890","스틱인베스트먼트","KOSPI","기타금융","10250","-1560","-13.21","427201293750"
"134790","시디즈","KOSPI","기타제조","18770","-1200","-6.01","37540000000"
"462870","시프트업","KOSPI","IT 서비스","28200","-2700","-8.74","1663358388000"
"016590","신대양제지","KOSPI","종이·목재","12310","-1970","-13.80","496066164200"
"029530","신도리코","KOSPI","전기·전자","50700","-5400","-9.63","511057470300"
"004970","신라교역","KOSPI","농업, 임업 및 어업","9500","-230","-2.36","152000000000"
"011930","신성이엔지","KOSPI","전기·전자","1854","-306","-14.17","381642471954"
"004170","신세계","KOSPI","유통","320000","-39500","-10.99","3086457920000"
"035510","신세계 I&C","KOSPI","IT 서비스","14870","-1670","-10.10","207895983000"
"031430","신세계인터내셔날","KOSPI","유통","11450","-1220","-9.63","404677350000"
"031440","신세계푸드","KOSPI","일반서비스","47900","-2400","-4.77","185491792000"
"006880","신송홀딩스","KOSPI","유통","6490","-380","-5.53","76769288420"
"005800","신영와코루","KOSPI","섬유·의류","15440","-1180","-7.10","138960000000"
"001720","신영증권","KOSPI","증권","169700","-30800","-15.36","2789868000000"
"009270","신원","KOSPI","섬유·의류","1296","-124","-8.73","148742429328"
"002700","신일전자","KOSPI","유통","1281","-55","-4.12","91011874401"
"002870","신풍","KOSPI","유통","1042","-118","-10.17","36426965400"
"019170","신풍제약","KOSPI","제약","10150","-1150","-10.18","537797648500"
"019175","신풍제약우","KOSPI","제약","15000","-2700","-15.25","33000000000"
"481850","신한글로벌액티브리츠","KOSPI","기타금융","1116","-46","-3.96","48521073024"
"404990","신한서부티엔디리츠","KOSPI","부동산","4135","-180","-4.17","244396313580"
"293940","신한알파리츠","KOSPI","부동산","5460","-210","-3.70","660333071580"
"055550","신한지주","KOSPI","기타금융","88800","-7900","-8.17","42149307256800"
"004080","신흥","KOSPI","유통","13680","-210","-1.51","128592000000"
"004770","써니전자","KOSPI","전기·전자","1418","-149","-9.51","50349547084"
"403550","쏘카","KOSPI","일반서비스","11250","-290","-2.51","369471397500"
"004920","씨아이테크","KOSPI","전기·전자","981","-116","-10.57","51188454432"
"112610","씨에스윈드","KOSPI","금속","42400","-7900","-15.71","1788067487200"
"480370","씨케이솔루션","KOSPI","건설","2765","-280","-9.20","30234890665"
"308170","씨티알모빌리티","KOSPI","운송장비·부품","4985","-515","-9.36","42920850000"
"008700","아남전자","KOSPI","전기·전자","1117","-100","-8.22","86148423940"
"090430","아모레퍼시픽","KOSPI","화학","125400","-13200","-9.52","7334991978600"
"090435","아모레퍼시픽우","KOSPI","화학","43550","-5100","-10.48","459793496500"
"002790","아모레퍼시픽홀딩스","KOSPI","화학","25500","-3000","-10.53","2026183590000"
"00279K","아모레퍼시픽홀딩스3우C","KOSPI","화학","22200","-2200","-9.02","157446840000"
"002795","아모레퍼시픽홀딩스우","KOSPI","화학","11850","-1050","-8.14","76358674500"
"002030","아세아","KOSPI","일반서비스","277500","-13000","-4.48","575159265000"
"183190","아세아시멘트","KOSPI","비금속","11290","-1040","-8.43","416913258820"
"002310","아세아제지","KOSPI","종이·목재","9250","-1110","-10.71","374463217500"
"012170","아센디오","KOSPI","오락·문화","1263","-203","-13.85","24493732848"
"267850","아시아나IDT","KOSPI","IT 서비스","9600","-870","-8.31","106560000000"
"020560","아시아나항공","KOSPI","운송·창고","6770","-570","-7.77","1394557113470"
"122900","아이마켓코리아","KOSPI","유통","7270","-480","-6.19","243027666800"
"010780","아이에스동서","KOSPI","비금속","27100","-2900","-9.67","818067049600"
"031820","아이티센씨티에스","KOSPI","IT 서비스","714","-65","-8.34","86430746724"
"139990","아주스틸","KOSPI","금속","2910","-190","-6.13","112778254740"
"009320","아진전자부품","KOSPI","운송장비·부품","931","-121","-11.50","45898085870"
"001780","알루코","KOSPI","금속","1922","-228","-10.60","186107513704"
"018250","애경산업","KOSPI","화학","13310","-1720","-11.44","351516234850"
"161000","애경케미칼","KOSPI","화학","8910","-1130","-11.25","433459997190"
"011090","에넥스","KOSPI","기타제조","420","-56","-11.76","25196489220"
"137310","에스디바이오센서","KOSPI","의료·정밀기기","7260","-920","-11.25","883898480520"
"005850","에스엘","KOSPI","운송장비·부품","59900","-8400","-12.30","2782266348000"
"010580","에스엠벡셀","KOSPI","운송장비·부품","1832","-183","-9.08","203813224320"
"012750","에스원","KOSPI","일반서비스","80900","-6300","-7.22","3074133500200"
"023960","에쓰씨엔지니어링","KOSPI","건설","1301","-151","-10.40","49484803475"
"298690","에어부산","KOSPI","운송·창고","1687","-95","-5.33","196771680000"
"140910","에이리츠","KOSPI","부동산","3130","0","0.00","13969290160"
"078520","에이블씨엔씨","KOSPI","화학","9560","-960","-9.13","248695379160"
"015260","에이엔피","KOSPI","전기·전자","433","-77","-15.10","19535615102"
"007460","에이프로젠","KOSPI","금속","322","-33","-9.30","106036219660"
"003060","에이프로젠바이오로직스","KOSPI","제약","293","-14","-4.56","58133498585"
"244920","에이플러스에셋","KOSPI","기타금융","12350","-1150","-8.52","279205008550"
"278470","에이피알","KOSPI","화학","267000","-18500","-6.48","9994652385000"
"450080","에코프로머티","KOSPI","전기·전자","55300","-12500","-18.44","3901899096200"
"019490","엑시큐어하이트론","KOSPI","전기·전자","541","0","0.00","41349858070"
"036570","엔씨소프트","KOSPI","IT 서비스","195600","-23900","-10.89","4214010703200"
"085310","엔케이","KOSPI","금속","918","-77","-7.74","72412135596"
"900140","엘브이엠씨홀딩스","KOSPI","유통","1400","-89","-5.98","270536604800"
"066970","엘앤에프","KOSPI","전기·전자","93200","-19200","-17.08","3753490759200"
"097520","엠씨넥스","KOSPI","전기·전자","22550","-3150","-12.26","392403825000"
"484870","엠앤씨솔루션","KOSPI","기계·장비","119500","-16800","-12.33","1093891050000"
"014440","영보화학","KOSPI","화학","4485","-375","-7.72","89700000000"
"111770","영원무역","KOSPI","유통","86000","-12000","-12.24","3810786248000"
"009970","영원무역홀딩스","KOSPI","기타금융","214000","-30000","-12.30","2888836718000"
"003520","영진약품","KOSPI","제약","1800","-137","-7.07","329206915800"
"000670","영풍","KOSPI","금속","52900","-8500","-13.84","956323555000"
"012280","영화금속","KOSPI","운송장비·부품","1011","-75","-6.91","52232814555"
"012160","영흥","KOSPI","금속","524","-58","-9.97","53086634928"
"007310","오뚜기","KOSPI","음식료·담배","362500","-26000","-6.69","1452838375000"
"002630","오리엔트바이오","KOSPI","제약","524","-66","-11.19","62137494620"
"271560","오리온","KOSPI","음식료·담배","123600","-7600","-5.79","4886665915200"
"001800","오리온홀딩스","KOSPI","기타금융","21950","-1650","-6.99","1375067012900"
"005320","온타이드","KOSPI","유통","561","-10","-1.75","38358762090"
"011690","와이투솔루션","KOSPI","전기·전자","6610","-880","-11.75","242417744340"
"316140","우리금융지주","KOSPI","기타금융","31800","-3500","-9.92","23343626976000"
"006980","우성","KOSPI","음식료·담배","19890","-2160","-9.80","61460100000"
"017370","우신시스템","KOSPI","기계·장비","5650","-570","-9.16","103474405100"
"105840","우진","KOSPI","의료·정밀기기","18900","-4050","-17.65","381735963000"
"010400","우진아이엔에스","KOSPI","건설","3495","-210","-5.67","26638890000"
"049800","우진플라임","KOSPI","기계·장비","2325","-375","-13.89","46500000000"
"016880","웅진","KOSPI","일반서비스","1860","-215","-10.36","148664368800"
"095720","웅진씽크빅","KOSPI","일반서비스","986","-114","-10.36","113888901210"
"005820","원림","KOSPI","섬유·의류","15250","-1140","-6.96","35044042500"
"008600","윌비스","KOSPI","유통","263","0","0.00","17683078257"
"033270","유나이티드제약","KOSPI","제약","18740","-1510","-7.46","306095824280"
"014830","유니드","KOSPI","화학","71800","-8100","-10.14","485913680000"
"446070","유니드비티플러스","KOSPI","종이·목재","2875","-245","-7.85","30507243125"
"000910","유니온","KOSPI","비금속","3885","-380","-8.91","60651139815"
"047400","유니온머티리얼","KOSPI","비금속","1300","-169","-11.50","54600000000"
"011330","유니켐","KOSPI","섬유·의류","1078","-24","-2.18","100820680884"
"077500","유니퀘스트","KOSPI","유통","5490","-860","-13.54","118584559980"
"002920","유성기업","KOSPI","운송장비·부품","2120","-160","-7.02","55008700000"
"000700","유수홀딩스","KOSPI","일반서비스","5870","-340","-5.48","152865436440"
"003470","유안타증권","KOSPI","증권","4335","-600","-12.16","865251156960"
"003475","유안타증권우","KOSPI","증권","4100","-450","-9.89","52940069200"
"072130","유엔젤","KOSPI","IT 서비스","4355","-275","-5.94","56159702170"
"000220","유유제약","KOSPI","제약","4100","-360","-8.07","69832639100"
"000225","유유제약1우","KOSPI","제약","4555","-225","-4.71","10325866150"
"000227","유유제약2우B","KOSPI","제약","10130","-190","-1.84","3297922800"
"001200","유진투자증권","KOSPI","증권","4150","-695","-14.34","401995634700"
"000100","유한양행","KOSPI","제약","92400","-14100","-13.24","7359438332400"
"000105","유한양행우","KOSPI","제약","82400","-8000","-8.85","97309456000"
"003460","유화증권","KOSPI","증권","3550","-410","-10.35","201293573250"
"003465","유화증권우","KOSPI","증권","3525","-60","-1.67","61604398125"
"008730","율촌화학","KOSPI","화학","22100","-3100","-12.30","548080000000"
"008250","이건산업","KOSPI","종이·목재","3590","-420","-10.47","39319959650"
"025820","이구산업","KOSPI","금속","4690","-730","-13.47","156842980000"
"214320","이노션","KOSPI","일반서비스","18570","-1240","-6.26","742800000000"
"088260","이리츠코크렙","KOSPI","부동산","4550","-200","-4.21","288204234500"
"139480","이마트","KOSPI","유통","88700","-12100","-12.00","2447749145300"
"457190","이수스페셜티케미컬","KOSPI","화학","85000","-20200","-19.20","2568153960000"
"007660","이수페타시스","KOSPI","전기·전자","98800","-16200","-14.09","7252830837200"
"005950","이수화학","KOSPI","화학","7160","-1450","-16.84","188266250040"
"015020","이스타코","KOSPI","부동산","418","-16","-3.69","17911968800"
"074610","이엔플러스","KOSPI","기계·장비","5110","0","0.00","37494481920"
"102460","이연제약","KOSPI","제약","9960","-670","-6.30","185124637560"
"084680","이월드","KOSPI","기타제조","1441","-149","-9.37","204342724113"
"350520","이지스레지던스리츠","KOSPI","부동산","3640","-150","-3.96","134192975280"
"334890","이지스밸류플러스리츠","KOSPI","부동산","3945","-155","-3.78","273975054435"
"000760","이화산업","KOSPI","유통","14120","-1670","-10.58","39536000000"
"014990","인디에프","KOSPI","섬유·의류","751","-82","-9.84","56409859245"
"101140","인바이오젠","KOSPI","유통","7800","-1220","-13.53","78344884800"
"006490","인스코비","KOSPI","통신","440","-25","-5.38","55389891480"
"023800","인지컨트롤스","KOSPI","운송장비·부품","6220","-760","-10.89","98333205340"
"034590","인천도시가스","KOSPI","전기·가스","26400","-900","-3.30","115493505600"
"129260","인터지스","KOSPI","운송·창고","2395","-165","-6.45","71246158230"
"023810","인팩","KOSPI","운송장비·부품","7200","-950","-11.66","72000000000"
"249420","일동제약","KOSPI","제약","29700","-6100","-17.04","939656084400"
"000230","일동홀딩스","KOSPI","제약","9780","-1330","-11.97","112865112000"
"013360","일성건설","KOSPI","건설","1568","-132","-7.76","84711011840"
"003120","일성아이에스","KOSPI","제약","21500","-1700","-7.33","285950000000"
"003200","일신방직","KOSPI","섬유·의류","12130","-1770","-12.73","278504800000"
"007110","일신석재","KOSPI","유통","1513","-226","-13.00","117191850930"
"007570","일양약품","KOSPI","제약","13050","0","0.00","249067915200"
"007575","일양약품우","KOSPI","제약","12980","0","0.00","5777138400"
"008500","일정실업","KOSPI","섬유·의류","2715","-235","-7.97","16290000000"
"081000","일진다이아","KOSPI","화학","13030","-1560","-10.69","185064764250"
"020760","일진디스플","KOSPI","전기·전자","902","0","0.00","46465394382"
"103590","일진전기","KOSPI","전기·전자","72400","-10800","-12.98","3452422236000"
"271940","일진하이솔루스","KOSPI","운송장비·부품","15300","-2850","-15.70","555591807000"
"015860","일진홀딩스","KOSPI","기타금융","7640","-1180","-13.38","377014770120"
"226320","잇츠한불","KOSPI","화학","9900","-1110","-10.08","217100218500"
"317400","자이에스앤디","KOSPI","부동산","4100","-395","-8.79","159008332000"
"033240","자화전자","KOSPI","전기·전자","31000","-10600","-25.48","674455716000"
"000950","전방","KOSPI","섬유·의류","35600","-3300","-8.48","59808000000"
"079900","전진건설로봇","KOSPI","기계·장비","46850","-9650","-17.08","683660733250"
"348950","제이알글로벌리츠","KOSPI","부동산","1779","-132","-6.91","351131904000"
"194370","제이에스코퍼레이션","KOSPI","섬유·의류","11150","-1550","-12.20","323536851700"
"030000","제일기획","KOSPI","일반서비스","19790","-1560","-7.31","2276665842750"
"271980","제일약품","KOSPI","제약","14040","-1240","-8.12","206456402880"
"001560","제일연마","KOSPI","비금속","11000","470","4.46","107800000000"
"002620","제일파마홀딩스","KOSPI","일반서비스","8600","-160","-1.83","137370853000"
"006220","제주은행","KOSPI","은행","12500","-2200","-14.97","472481962500"
"089590","제주항공","KOSPI","운송·창고","5060","-560","-9.96","408043384100"
"004910","조광페인트","KOSPI","화학","4640","-380","-7.57","59392000000"
"004700","조광피혁","KOSPI","섬유·의류","60300","-10300","-14.59","400943021400"
"001550","조비","KOSPI","화학","12540","-2010","-13.81","65110677060"
"462520","조선내화","KOSPI","비금속","13100","-950","-6.76","155302700800"
"120030","조선선재","KOSPI","금속","93500","-8900","-8.69","117590368500"
"018470","조일알미늄","KOSPI","금속","1095","-103","-8.60","138661734495"
"002600","조흥","KOSPI","음식료·담배","156600","-2100","-1.32","93960000000"
"185750","종근당","KOSPI","제약","81500","-10000","-10.93","1124926570000"
"063160","종근당바이오","KOSPI","제약","18560","-1740","-8.57","101819454720"
"001630","종근당홀딩스","KOSPI","제약","47650","-2950","-5.83","238719876650"
"109070","주성코퍼레이션","KOSPI","전기·전자","712","-70","-8.95","37600883760"
"044380","주연테크","KOSPI","전기·전자","306","-30","-8.93","19731364092"
"013890","지누스","KOSPI","기타제조","11020","-1160","-9.52","245245427520"
"013870","지엠비코리아","KOSPI","운송장비·부품","4785","-555","-10.39","91260859800"
"071320","지역난방공사","KOSPI","전기·가스","83600","-6300","-7.01","967982998400"
"088790","진도","KOSPI","유통","2185","-85","-3.74","27198320640"
