종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"38380K","LX홀딩스1우","KOSPI","기타금융","8700","-170","-1.92","12747979500"
"023150","MH에탄올","KOSPI","음식료·담배","4150","-70","-1.66","30620882900"
"035420","NAVER","KOSPI","IT 서비스","236000","-18500","-7.27","37017222568000"
"181710","NHN","KOSPI","IT 서비스","36700","-1200","-3.17","1202040201300"
"400760","NH올원리츠","KOSPI","부동산","3180","-15","-0.47","174675094500"
"005940","NH투자증권","KOSPI","증권","33300","-2200","-6.20","11866267487700"
"005945","NH투자증권우","KOSPI","증권","24700","-900","-3.52","466112909600"
"338100","NH프라임리츠","KOSPI","부동산","4675","-35","-0.74","87235500000"
"034310","NICE","KOSPI","일반서비스","14460","-530","-3.54","531508490220"
"030190","NICE평가정보","KOSPI","IT 서비스","16720","-390","-2.28","985000731440"
"008260","NI스틸","KOSPI","금속","3660","-40","-1.08","104676428220"
"004250","NPC","KOSPI","화학","3855","-145","-3.63","141555600000"
"004255","NPC우","KOSPI","화학","2410","-30","-1.23","12724800000"
"456040","OCI","KOSPI","화학","82400","-5500","-6.26","737685588000"
"010060","OCI홀딩스","KOSPI","기타금융","148200","-3800","-2.50","2766928382400"
"178920","PI첨단소재","KOSPI","화학","19540","-510","-2.54","573817931880"
"001340","PKC","KOSPI","화학","6610","-280","-4.06","296910670270"
"005490","POSCO홀딩스","KOSPI","금속","374500","-38500","-9.32","30309390524000"
"010950","S-Oil","KOSPI","화학","141300","31300","28.45","15907948509600"
"010955","S-Oil우","KOSPI","화학","65700","10700","19.45","264240603900"
"034120","SBS","KOSPI","오락·문화","17990","-490","-2.65","333736771620"
"003080","SB성보","KOSPI","화학","2675","-30","-1.11","53553500000"
"005090","SGC에너지","KOSPI","전기·가스","47600","-2800","-5.56","685884250800"
"001380","SG글로벌","KOSPI","운송장비·부품","1506","-72","-4.56","67715999358"
"004060","SG세계물산","KOSPI","유통","617","-68","-9.93","124896200320"
"001770","SHD","KOSPI","금속","17140","-490","-2.78","20823008920"
"002360","SH에너지화학","KOSPI","화학","480","108","29.03","53344190400"
"009160","SIMPAC","KOSPI","금속","5250","40","0.77","343197582000"
"033530","SJG세종","KOSPI","운송장비·부품","9230","-800","-7.98","256787470030"
"123700","SJM","KOSPI","운송장비·부품","3800","-90","-2.31","59298612400"
"025530","SJM홀딩스","KOSPI","유통","3730","-100","-2.61","55703849840"
"034730","SK","KOSPI","기타금융","379500","-21500","-5.36","27514775788500"
"011790","SKC","KOSPI","화학","105400","-7800","-6.89","3991318609200"
"018670","SK가스","KOSPI","유통","262500","29500","12.66","2426876550000"
"001740","SK네트웍스","KOSPI","유통","5590","-160","-2.78","1236943472180"
"006120","SK디스커버리","KOSPI","기타금융","57400","-2400","-4.01","1053166877000"
"006125","SK디스커버리우","KOSPI","기타금융","39500","-600","-1.50","51841972500"
"210980","SK디앤디","KOSPI","부동산","12660","-270","-2.09","235696056120"
"395400","SK리츠","KOSPI","부동산","5880","-30","-0.51","1769983605600"
"302440","SK바이오사이언스","KOSPI","제약","46100","-2850","-5.82","3615839716100"
"326030","SK바이오팜","KOSPI","일반서비스","110200","-9600","-8.01","8630120150000"
"402340","SK스퀘어","KOSPI","기타금융","581000","-64000","-9.92","76742613815000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","24750","-2350","-8.67","2024230725000"
"100090","SK오션플랜트","KOSPI","금속","18200","-1100","-5.70","1137101947800"
"03473K","SK우","KOSPI","기타금융","271000","-19000","-6.55","153422585000"
"096770","SK이노베이션","KOSPI","화학","130900","3200","2.51","22129009949200"
"096775","SK이노베이션우","KOSPI","화학","79900","3100","4.04","99749237400"
"475150","SK이터닉스","KOSPI","건설","25850","-2950","-10.24","872541985700"
"001510","SK증권","KOSPI","증권","1820","-305","-14.35","860114111220"
"001515","SK증권우","KOSPI","증권","3420","-475","-12.20","13380797880"
"285130","SK케미칼","KOSPI","화학","64400","-4400","-6.40","1114040530400"
"28513K","SK케미칼우","KOSPI","화학","28250","-1550","-5.20","59760869250"
"017670","SK텔레콤","KOSPI","통신","78200","-1600","-2.01","16796582144600"
"000660","SK하이닉스","KOSPI","전기·전자","939000","-122000","-11.50","669227520735000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","56600","600","1.07","1882102650200"
"064960","SNT모티브","KOSPI","운송장비·부품","35800","-1450","-3.89","950141737600"
"100840","SNT에너지","KOSPI","기계·장비","43750","-2200","-4.79","904784256250"
"036530","SNT홀딩스","KOSPI","기타금융","61100","-1600","-2.55","996167434600"
"005610","SPC삼립","KOSPI","음식료·담배","52800","-900","-1.68","455611675200"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","7690","1770","29.90","55145236080"
"077970","STX엔진","KOSPI","기계·장비","31900","-1050","-3.19","1280723209700"
"002820","SUN&L","KOSPI","종이·목재","2305","-20","-0.86","29061414645"
"084870","TBH글로벌","KOSPI","섬유·의류","1985","-220","-9.98","41400785715"
"002710","TCC스틸","KOSPI","금속","14330","-1200","-7.73","375642278010"
"069260","TKG휴켐스","KOSPI","화학","18840","-130","-0.69","770152597920"
"007980","TP","KOSPI","섬유·의류","1921","-74","-3.71","98307424730"
"002900","TYM","KOSPI","기계·장비","6970","-380","-5.17","288558000000"
"024070","WISCOM","KOSPI","화학","1986","-13","-0.65","30438305868"
"037270","YG PLUS","KOSPI","IT 서비스","6280","-690","-9.90","399804330800"
"139130","iM금융지주","KOSPI","기타금융","18100","-290","-1.58","2907304952300"
"000500","가온전선","KOSPI","전기·전자","109600","-8900","-7.51","1813125404000"
"000860","강남제비스코","KOSPI","화학","17260","-490","-2.76","224380000000"
"035250","강원랜드","KOSPI","오락·문화","18740","-310","-1.63","4009244970000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","1789","-87","-4.64","49286313116"
"002100","경농","KOSPI","화학","9530","-100","-1.04","186050139750"
"009450","경동나비엔","KOSPI","전기·전자","61700","-2600","-4.04","898882126400"
"267290","경동도시가스","KOSPI","전기·가스","22700","0","0.00","133825716200"
"012320","경동인베스트","KOSPI","기타금융","86500","-7900","-8.37","204574489500"
"000050","경방","KOSPI","유통","9900","-300","-2.94","271411173000"
"214390","경보제약","KOSPI","제약","5730","-160","-2.72","136986307800"
"012610","경인양행","KOSPI","화학","4235","-245","-5.47","176245305775"
"009140","경인전자","KOSPI","전기·전자","21300","-500","-2.29","33457976100"
"013580","계룡건설","KOSPI","건설","27650","-700","-2.47","246939578550"
"012200","계양전기","KOSPI","기계·장비","7950","-1210","-13.21","216421490550"
"012205","계양전기우","KOSPI","기계·장비","6620","-1730","-20.72","7739302980"
"002140","고려산업","KOSPI","음식료·담배","2675","65","2.49","66712961875"
"010130","고려아연","KOSPI","금속","1983000","-47000","-2.32","41391097527000"
"002240","고려제강","KOSPI","금속","23150","-350","-1.49","625050000000"
"009290","광동제약","KOSPI","제약","8640","-900","-9.43","430270341120"
"017040","광명전기","KOSPI","전기·전자","1380","-105","-7.07","59805908700"
"017900","광전자","KOSPI","전기·전자","1925","0","0.00","111541743775"
"037710","광주신세계","KOSPI","유통","38400","-650","-1.66","305556096000"
"030610","교보증권","KOSPI","증권","13310","-1280","-8.77","1516847010910"
"339770","교촌에프앤비","KOSPI","유통","4380","-125","-2.77","218847050400"
"007690","국도화학","KOSPI","화학","37900","-1850","-4.65","350985532800"
"002720","국제약품","KOSPI","제약","4815","40","0.84","101884591080"
"083420","그린케미칼","KOSPI","화학","5940","-90","-1.49","142560000000"
"014530","극동유화","KOSPI","화학","4615","1065","30.00","160922373300"
"014280","금강공업","KOSPI","금속","5100","-410","-7.44","149579720700"
"014285","금강공업우","KOSPI","금속","7150","-370","-4.92","4217606250"
"008870","금비","KOSPI","비금속","47800","0","0.00","47800000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","4890","-70","-1.41","180914156400"
"002995","금호건설우","KOSPI","건설","14460","-720","-4.74","4226166360"
"011780","금호석유화학","KOSPI","화학","138500","-14900","-9.71","3605396267000"
"011785","금호석유화학우","KOSPI","화학","65200","-4100","-5.92","197131287200"
"214330","금호에이치티","KOSPI","운송장비·부품","501","-5","-0.99","109241301510"
"001210","금호전기","KOSPI","전기·전자","831","-107","-11.41","51151371507"
"073240","금호타이어","KOSPI","화학","6730","-250","-3.58","1933261731510"
"092440","기신정기","KOSPI","기계·장비","2315","-50","-2.11","67598000000"
"000270","기아","KOSPI","운송장비·부품","182300","-23200","-11.29","71172289535400"
"024110","기업은행","KOSPI","은행","25100","-650","-2.52","20015389311900"
"013700","까뮤이앤씨","KOSPI","건설","1250","-70","-5.30","74688537500"
"004540","깨끗한나라","KOSPI","종이·목재","1967","-108","-5.20","73252443131"
"004545","깨끗한나라우","KOSPI","종이·목재","10410","-840","-7.47","3811725600"
"001260","남광토건","KOSPI","건설","8450","-340","-3.87","83085233400"
"008350","남선알미늄","KOSPI","금속","1170","5","0.43","151022535300"
"008355","남선알미우","KOSPI","금속","13760","270","2.00","4236566400"
"004270","남성","KOSPI","유통","773","-18","-2.28","27991999680"
"003920","남양유업","KOSPI","음식료·담배","49400","-1500","-2.95","296400000000"
"003925","남양유업우","KOSPI","음식료·담배","34150","-1800","-5.01","68300000000"
"025860","남해화학","KOSPI","화학","7350","-20","-0.27","365139496050"
"005720","넥센","KOSPI","화학","6660","-270","-3.90","356602886820"
"005725","넥센우","KOSPI","화학","4505","-70","-1.53","16220703000"
"002350","넥센타이어","KOSPI","화학","8480","-500","-5.57","828223596960"
"002355","넥센타이어1우B","KOSPI","화학","4495","-130","-2.81","29217500000"
"092790","넥스틸","KOSPI","금속","11430","-230","-1.97","297202860000"
"251270","넷마블","KOSPI","IT 서비스","51400","-1200","-2.28","4418010002800"
"090350","노루페인트","KOSPI","화학","8640","-230","-2.59","172800000000"
"090355","노루페인트우","KOSPI","화학","12780","-400","-3.03","5918750280"
"000320","노루홀딩스","KOSPI","기타금융","24550","-2350","-8.74","326297757050"
"000325","노루홀딩스우","KOSPI","기타금융","30800","-1500","-4.64","7501617200"
"006280","녹십자","KOSPI","제약","162100","-7000","-4.14","1894387809800"
"005250","녹십자홀딩스","KOSPI","일반서비스","15420","-510","-3.20","725174998200"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","24100","-700","-2.82","20388359000"
"004370","농심","KOSPI","음식료·담배","419000","-11000","-2.56","2548626998000"
"072710","농심홀딩스","KOSPI","기타금융","97300","-3700","-3.66","451256967000"
"058730","다스코","KOSPI","금속","3280","-170","-4.93","63442288080"
"030210","다올투자증권","KOSPI","증권","4445","-245","-5.22","270749866170"
"023590","다우기술","KOSPI","IT 서비스","51300","-3000","-5.52","2301657452100"
"145210","다이나믹디자인","KOSPI","기계·장비","363","-7","-1.89","15331910484"
"483650","달바글로벌","KOSPI","화학","158600","-10900","-6.43","1965476669000"
"019680","대교","KOSPI","일반서비스","1607","-79","-4.69","136117479950"
"019685","대교우B","KOSPI","일반서비스","1088","-24","-2.16","21136565120"
"006370","대구백화점","KOSPI","유통","4645","-225","-4.62","50266383095"
"008060","대덕","KOSPI","기타금융","11600","-770","-6.22","393125740000"
"00806K","대덕1우","KOSPI","기타금융","9630","-120","-1.23","11674997910"
"353200","대덕전자","KOSPI","전기·전자","58700","-3900","-6.23","2900773497500"
"35320K","대덕전자1우","KOSPI","전기·전자","16970","-730","-4.12","35560957430"
"000490","대동","KOSPI","기계·장비","10510","-790","-6.99","302970351150"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","5180","-170","-3.18","86362203200"
"006570","대림통상","KOSPI","금속","2000","-70","-3.38","30450000000"
"001680","대상","KOSPI","음식료·담배","21950","-650","-2.88","760524148750"
"001685","대상우","KOSPI","음식료·담배","17470","-120","-0.68","23937795810"
"084690","대상홀딩스","KOSPI","기타금융","9850","-290","-2.86","356693499300"
"084695","대상홀딩스우","KOSPI","기타금융","13830","-380","-2.67","12633456060"
"128820","대성산업","KOSPI","유통","10870","2450","29.10","491709645860"
"117580","대성에너지","KOSPI","전기·가스","10450","2410","29.98","287375000000"
"016710","대성홀딩스","KOSPI","일반서비스","9240","200","2.21","148666601160"
"0030R0","대신밸류리츠","KOSPI","기타금융","4455","-45","-1.00","266319900000"
"003540","대신증권","KOSPI","증권","41400","-3450","-7.69","2102018760000"
"003547","대신증권2우B","KOSPI","증권","25450","-1300","-4.86","254500000000"
"003545","대신증권우","KOSPI","증권","26400","-1450","-5.21","686400000000"
"009190","대양금속","KOSPI","금속","1184","-16","-1.33","51140068000"
"014160","대영포장","KOSPI","종이·목재","1025","-33","-3.12","111104412725"
"047040","대우건설","KOSPI","건설","8900","-1240","-12.23","3699041478200"
"003090","대웅","KOSPI","제약","25900","-1050","-3.90","1505877282000"
"069620","대웅제약","KOSPI","제약","178600","2300","1.30","2069362295000"
"000430","대원강업","KOSPI","운송장비·부품","4110","-310","-7.01","254820000000"
"006340","대원전선","KOSPI","전기·전자","5930","-860","-12.67","457052799030"
"006345","대원전선우","KOSPI","전기·전자","4115","-595","-12.63","10786238000"
"003220","대원제약","KOSPI","제약","11110","-320","-2.80","249170447130"
"024890","대원화성","KOSPI","화학","786","-31","-3.79","32421833472"
"002880","대유에이텍","KOSPI","운송장비·부품","983","-26","-2.58","45978837085"
"012800","대창","KOSPI","금속","1435","-78","-5.16","130786616065"
"015230","대창단조","KOSPI","운송장비·부품","6680","-120","-1.76","190862496400"
"001070","대한방직","KOSPI","섬유·의류","7110","-360","-4.82","37683000000"
"006650","대한유화","KOSPI","화학","165100","-24800","-13.06","1073150000000"
"001440","대한전선","KOSPI","전기·전자","32050","-3950","-10.97","5975635965000"
"084010","대한제강","KOSPI","금속","12110","-770","-5.98","416240027560"
"001790","대한제당","KOSPI","음식료·담배","2820","-15","-0.53","252944355600"
"001795","대한제당우","KOSPI","음식료·담배","2415","-20","-0.82","15655865400"
"001130","대한제분","KOSPI","음식료·담배","153100","-2500","-1.61","258739000000"
"439260","대한조선","KOSPI","운송장비·부품","96000","-3500","-3.52","3698525952000"
"003490","대한항공","KOSPI","운송·창고","25200","-2900","-10.32","9279160657200"
"003495","대한항공우","KOSPI","운송·창고","23700","-1100","-4.44","26325817800"
"005880","대한해운","KOSPI","운송·창고","2820","650","29.95","910147498800"
"003830","대한화섬","KOSPI","화학","124600","-7100","-5.39","165468800000"
"016090","대현","KOSPI","섬유·의류","1688","-23","-1.34","74748539280"
"069460","대호에이엘","KOSPI","금속","558","-38","-6.38","48586149216"
"475560","더본코리아","KOSPI","유통","23000","-650","-2.75","341043310000"
"192080","더블유게임즈","KOSPI","IT 서비스","51900","-1100","-2.08","1098902989200"
"012510","더존비즈온","KOSPI","IT 서비스","118400","0","0.00","3597321625600"
"004830","덕성","KOSPI","화학","4780","-165","-3.34","74950400000"
"004835","덕성우","KOSPI","화학","6410","-550","-7.90","8922720000"
"145720","덴티움","KOSPI","의료·정밀기기","48700","-1800","-3.56","499362495000"
"002150","도화엔지니어링","KOSPI","일반서비스","6440","-200","-3.01","217156800000"
"460850","동국씨엠","KOSPI","금속","5880","-80","-1.34","175804097280"
"460860","동국제강","KOSPI","금속","9380","-890","-8.67","465323199460"
"001230","동국홀딩스","KOSPI","기타금융","9790","-70","-0.71","311326728570"
"023450","동남합성","KOSPI","화학","31000","-100","-0.32","108500000000"
"004140","동방","KOSPI","운송·창고","2880","235","8.88","138158686080"
"007590","동방아그로","KOSPI","화학","5900","-60","-1.01","80343704300"
"005960","동부건설","KOSPI","건설","8880","-240","-2.63","203766367440"
"005965","동부건설우","KOSPI","건설","19470","-630","-3.13","4395002040"
"026960","동서","KOSPI","유통","26850","-600","-2.19","2676945000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","4300","-125","-2.82","215760201300"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","114500","-2400","-2.05","748421693000"
"170900","동아에스티","KOSPI","제약","50200","-2100","-4.02","469503080200"
"028100","동아지질","KOSPI","건설","17400","-500","-2.79","232977334800"
"001520","동양","KOSPI","비금속","902","-64","-6.63","215293024826"
"001527","동양2우B","KOSPI","비금속","8180","-620","-7.05","2524094420"
"084670","동양고속","KOSPI","운송·창고","46000","-3950","-7.91","133196174000"
"082640","동양생명","KOSPI","보험","7240","-340","-4.49","1168236155400"
"001525","동양우","KOSPI","비금속","4585","-95","-2.03","2832296635"
"018500","동원금속","KOSPI","운송장비·부품","1553","-99","-5.99","72610410949"
"006040","동원산업","KOSPI","기타금융","41500","-1400","-3.26","1832141419000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","5900","-20","-0.34","27457449500"
"014820","동원시스템즈","KOSPI","화학","25550","-900","-3.40","740727255100"
"014825","동원시스템즈우","KOSPI","화학","16660","-710","-4.09","4400089260"
"111380","동인기연","KOSPI","섬유·의류","15120","-290","-1.88","92655360000"
"163560","동일고무벨트","KOSPI","화학","6790","-290","-4.10","94381000000"
"004890","동일산업","KOSPI","금속","39000","-600","-1.52","94583385000"
"002690","동일제강","KOSPI","금속","1624","-7","-0.43","32967784640"
"000020","동화약품","KOSPI","제약","6150","-150","-2.38","171778540500"
"000150","두산","KOSPI","기타금융","1152000","-126000","-9.86","18655297920000"
"000157","두산2우B","KOSPI","기타금융","512000","-55000","-9.70","457235456000"
"454910","두산로보틱스","KOSPI","기계·장비","98300","-8200","-7.70","6371804034000"
"241560","두산밥캣","KOSPI","기계·장비","64900","-100","-0.15","6221058618500"
"034020","두산에너빌리티","KOSPI","기계·장비","96900","-9400","-8.84","62070375047400"
"000155","두산우","KOSPI","기타금융","553000","-60000","-9.79","2210043486000"
"336260","두산퓨얼셀","KOSPI","전기·전자","39500","-300","-0.75","2587002177000"
"33626K","두산퓨얼셀1우","KOSPI","전기·전자","7650","-250","-3.16","102236130000"
"33626L","두산퓨얼셀2우B","KOSPI","전기·전자","9980","-210","-2.06","29803274000"
"016740","두올","KOSPI","운송장비·부품","4450","-150","-3.26","127599406800"
